titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Ecocitex,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Ecocitex?..Ecocitex es una empresa de economía circular textil que su misión es eliminar el desecho textil de chile generando un gran aporte social. Fabrica una amplia gama de productos, como hilado, tela, accesorios, entre otros elaborados de textil reciclado, además cuenta con una línea de Upcycling como mochilas, carteras, llaveros, porta mat, ente otros la mayoría hechos de jeans o prendas en desuso. Toda la producción y confección es nacional generando un impacto positivo ambiental..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Decoración.Hogar.Tienda.",https://mut.cl/tiendas/ecocitex/,https://www.instagram.com/ecocitex/?hl=es; https://www.facebook.com/Ecocitex/,L-D: 10:00 - 20:00,www.ecocitex.cl,https://www.ecocitex.cl/,Nivel -1,,,,,Tienda,"TIPO: Tienda | TIENDA: Ecocitex | Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Ecocitex?..Ecocitex es una empresa de economía circular textil que su misión es eliminar el desecho textil de chile generando un gran aporte social. Fabrica una amplia gama de productos, como hilado, tela, accesorios, entre otros elaborados de textil reciclado, además cuenta con una línea de Upcycling como mochilas, carteras, llaveros, porta mat, ente otros la mayoría hechos de  | UBICACION: Nivel -1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.ecocitex.cl",tienda,comercios_y_tiendas
Monarch,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Monarch?..Somos una cadena de tiendas chilenas que ofrece una línea completa de calcetines, pantys, ropa interior y poleras. Fabricamos nuestros productos en nuestras propias plantas de producción en Chile. Para nosotros, que los diseños sean atractivos es esencial. Sentir la calidad y textura de la fibra es esencial. Que nuestras prendas te queden cómodas es esencial, Hoy Monarch...es esencial para ti.Ropa.",https://mut.cl/tiendas/monarch/,https://www.instagram.com/monarch_cl; https://es-la.facebook.com/Monarch.Chile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.monarch.cl,https://monarch.cl,Nivel -3 - local 3009,-3,3009,,,Tienda,"TIPO: Tienda | TIENDA: Monarch | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Monarch?..Somos una cadena de tiendas chilenas que ofrece una línea completa de calcetines, pantys, ropa interior y poleras. Fabricamos nuestros productos en nuestras propias plantas de producción en Chile. Para nosotros, que los diseños sean atractivos es esencial. Sentir la calidad y textura de la fibra es esencial. Que nuestras prendas te queden cómodas es esencial, Hoy Monarch...es esencial para ti.Ropa. | UBICACION: Nivel -3 - local 3009 - Nivel -3 - Local 3009 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.monarch.cl",tienda,comercios_y_tiendas
Blush Bar,Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Blush Bar?..Blush-Bar es un retailer de cosméticos en Chile que ofrece un portafolio de las mejores marcas del mundo. Fundado y creado por y para mujeres.Cosmética.,https://mut.cl/tiendas/blush-bar/,https://www.instagram.com/blushbarchile/; https://www.facebook.com/blushbarchile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.blush-bar.cl,https://www.blush-bar.cl/,Nivel 1,1,104,,,Tienda,TIPO: Tienda | TIENDA: Blush Bar | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Blush Bar?..Blush-Bar es un retailer de cosméticos en Chile que ofrece un portafolio de las mejores marcas del mundo. Fundado y creado por y para mujeres.Cosmética. | UBICACION: Nivel 1 - Nivel 1 - Local 104 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.blush-bar.cl,tienda,comercios_y_tiendas
Black Bubba,"Quiénes somos.¿Qué es Bubba Black?..Parte de la familia Bubba Bags, con ropa, mochilas, maletas y accesorios con un origen inspirado en la ciudad, todo en tonos negros y similares..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa.Ropa.",https://mut.cl/tiendas/black-bubba/,https://www.instagram.com/blackbubba.cl/; https://www.facebook.com/blackbubba.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://blackbubba.com/,https://blackbubba.com/,Piso 1,1,,,,Tienda,"TIPO: Tienda | TIENDA: Black Bubba | Quiénes somos.¿Qué es Bubba Black?..Parte de la familia Bubba Bags, con ropa, mochilas, maletas y accesorios con un origen inspirado en la ciudad, todo en tonos negros y similares..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa.Ropa. | UBICACION: Piso 1 - Nivel 1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: https://blackbubba.com/",tienda,comercios_y_tiendas
Central Orgánica,"¿Qué es Central Orgánica?..Central Orgánica nace para poder ofrecer productos de origen natural, artesanal y local, para así poder generar una conexión con la naturaleza y la vida saludable.Abarrotes.Gastronomía.",https://mut.cl/tiendas/organica/,https://www.instagram.com/centralorganica.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://tiendaorganica.cl/,https://tiendaorganica.cl/,Nivel -2,-2,,,,Tienda,"TIPO: Tienda | TIENDA: Central Orgánica | ¿Qué es Central Orgánica?..Central Orgánica nace para poder ofrecer productos de origen natural, artesanal y local, para así poder generar una conexión con la naturaleza y la vida saludable.Abarrotes.Gastronomía. | UBICACION: Nivel -2 - Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: https://tiendaorganica.cl/",tienda,comercios_y_tiendas
Scalpers,"¿Qué es Scalpers?..Scalpers es una marca de moda española reconocida por su estilo contemporáneo y versátil. Ofrece colecciones de ropa para hombres, mujeres y niños, fusionando moda clásica con toques vanguardistas.Ropa.",https://mut.cl/tiendas/scalpers/,https://www.facebook.com/ScalpersChile/; https://www.instagram.com/scalperschile/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://cl.scalperscompany.com/,https://cl.scalperscompany.com/,Piso 1,1,,,,Tienda,"TIPO: Tienda | TIENDA: Scalpers | ¿Qué es Scalpers?..Scalpers es una marca de moda española reconocida por su estilo contemporáneo y versátil. Ofrece colecciones de ropa para hombres, mujeres y niños, fusionando moda clásica con toques vanguardistas.Ropa. | UBICACION: Piso 1 - Nivel 1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: https://cl.scalperscompany.com/",tienda,comercios_y_tiendas
SPID,Quiénes somos.¿Qué es Spid?..Un nuevo formato de supermercados de Cencosud donde podrás encontrar todo lo necesario para tu día a día. Una propuesta de compra que hace foco en la cercanía y la rapidez. Puedes encontrarlos en el piso -3..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteSupermercado.,https://mut.cl/tiendas/spid/,https://www.instagram.com/spidchile/; https://www.facebook.com/Spidchile-100305485373377,L-S: 08:00 - 20:00 D & F: 09:00 - 20:00,www.spidchile.cl,https://spidchile.cl,Nivel -3,-3,3104,,,Tienda,TIPO: Tienda | TIENDA: SPID | Quiénes somos.¿Qué es Spid?..Un nuevo formato de supermercados de Cencosud donde podrás encontrar todo lo necesario para tu día a día. Una propuesta de compra que hace foco en la cercanía y la rapidez. Puedes encontrarlos en el piso -3..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteSupermercado. | UBICACION: Nivel -3 - Nivel -3 - Local 3104 | HORARIO: L-S: 08:00 - 20:00 D & F: 09:00 - 20:00 | CONTACTO: Web: www.spidchile.cl,tienda,comercios_y_tiendas
Lipka,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Lipka?..Aromas desde 2010, nuestra historia está marcada por el dinamismo, la flexibilidad y una constante adaptación al mercado. Sin perder nuestra esencia, hemos podido adecuarnos a cada cliente y a cada estilo. Hemos sido siempre fieles a nuestros estándares de calidad y sabemos identificar las necesidades del consumidor.Hogar.",https://mut.cl/tiendas/lipka/,https://www.instagram.com/lipka_chile/; https://www.facebook.com/infolipka/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,3011,,,Tienda,"TIPO: Tienda | TIENDA: Lipka | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Lipka?..Aromas desde 2010, nuestra historia está marcada por el dinamismo, la flexibilidad y una constante adaptación al mercado. Sin perder nuestra esencia, hemos podido adecuarnos a cada cliente y a cada estilo. Hemos sido siempre fieles a nuestros estándares de calidad y sabemos identificar las necesidades del consumidor.Hogar. | UBICACION: Nivel -3 - Nivel -3 - Local 3011 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Roots Toys,¿Qué es Roots Toys?..Juguetes de madera que funcionan como herramientas para el crecimiento infantil y al mismo tiempo la diversión. Su amplia variedad de productos inspiran la curiosidad y el desarrollo de habilidades de los niños.Juguetería.,https://mut.cl/tiendas/roots-toys/,https://www.instagram.com/roots_toys; https://www.facebook.com/RootsToys,L-D: 10:00 - 20:00,www.rootstoys.cl,https://rootstoys.cl/,Piso -1,Piso -1,1005,+56982081590,hello@rootstoys.cl,Tienda,TIPO: Tienda | TIENDA: Roots Toys | ¿Qué es Roots Toys?..Juguetes de madera que funcionan como herramientas para el crecimiento infantil y al mismo tiempo la diversión. Su amplia variedad de productos inspiran la curiosidad y el desarrollo de habilidades de los niños.Juguetería. | UBICACION: Piso -1 - Nivel Piso -1 - Local 1005 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Tel: +56982081590 | Email: hello@rootstoys.cl | Web: www.rootstoys.cl,tienda,comercios_y_tiendas
Silvestre,"¿Qué es Silvestre?..Silvestre es una tienda de ropa y accesorios de cuero, que busca rescatar la ropa estilo bondage por medio de un material noble y un proceso 100% artesanalRopa.",https://mut.cl/tiendas/silvestre/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.silvestregv.cl,https://silvestregv.cl/,Piso -1,,,,,Tienda,"TIPO: Tienda | TIENDA: Silvestre | ¿Qué es Silvestre?..Silvestre es una tienda de ropa y accesorios de cuero, que busca rescatar la ropa estilo bondage por medio de un material noble y un proceso 100% artesanalRopa. | UBICACION: Piso -1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.silvestregv.cl",tienda,comercios_y_tiendas
Skechers,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es Skechers?..Skechers, una marca global, galardonada y multimillonaria, diseña y desarrolla productos de Lifestyle y Performance conocidos por su estilo, innovación, calidad y comodidad. Junto con su variada oferta de calzado, la compañía posee colecciones para vestir desde la cabeza a los pies para hombres, mujeres y niños incluyen una creciente gama de prendas y accesorios.Zapatería.",https://mut.cl/tiendas/skechers/,https://www.instagram.com/skecherschile/; https://www.facebook.com/skechers.chile,L-D: 10:00 - 20:00,www.skechers.cl,https://www.skechers.cl/,Piso 1,1,132,,,Tienda,"TIPO: Tienda | TIENDA: Skechers | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es Skechers?..Skechers, una marca global, galardonada y multimillonaria, diseña y desarrolla productos de Lifestyle y Performance conocidos por su estilo, innovación, calidad y comodidad. Junto con su variada oferta de calzado, la compañía posee colecciones para vestir desde la cabeza a los pies para hombres, mujeres y niños incluyen una creciente gama de prendas y accesorios.Zapatería. | UBICACION: Piso 1 - Nivel 1 - Local 132 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.skechers.cl",tienda,comercios_y_tiendas
Adidas,Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Adidas?..La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios.Tienda.,https://mut.cl/tiendas/adidas/,https://www.instagram.com/adidascl/; https://www.facebook.com/adidasCL/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.adidas.cl,https://www.adidas.cl/,Nivel 1 - local 23,1,23,,,Tienda,TIPO: Tienda | TIENDA: Adidas | Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Adidas?..La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios.Tienda. | UBICACION: Nivel 1 - local 23 - Nivel 1 - Local 23 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.adidas.cl,tienda,comercios_y_tiendas
Vístete Local,"Quiénes somos.¿Qué es Vístete Local?..Tienda que visibiliza, acerca y promueve diseñadores y marcas de moda locales, reuniéndolas en un sólo lugar. Fortalecen y difunden oficios que construyen identidad, como joyas, accesorios, vestuarios y libros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa.",https://mut.cl/tiendas/vistete-local/,https://www.instagram.com/nashionit/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.nashionit.com,https://nashionit.com/,Nivel -1 - local M11,-1,M11,,,Tienda,"TIPO: Tienda | TIENDA: Vístete Local | Quiénes somos.¿Qué es Vístete Local?..Tienda que visibiliza, acerca y promueve diseñadores y marcas de moda locales, reuniéndolas en un sólo lugar. Fortalecen y difunden oficios que construyen identidad, como joyas, accesorios, vestuarios y libros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa. | UBICACION: Nivel -1 - local M11 - Nivel -1 - Local M11 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.nashionit.com",tienda,comercios_y_tiendas
